fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_binary,alcohol_category,acidity_ratio,sulfur_ratio,sugar_alcohol_interaction,ph_category,is_excellent,is_poor
6.2,0.32,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,6,white,1,Low,19.314641744548286,0.22058661333372548,67.2,Acidic,0,0
7.0,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6,white,1,Low,25.830258302583022,0.2647043252686749,182.16,Very_Acidic,0,0
6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,white,1,Low,20.930232558139537,0.1060598025772532,15.200000000000001,Acidic,0,0
8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11.0,6,white,1,Medium,36.65158371040724,0.21705258098774427,16.5,Acidic,0,0
8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,5,white,0,Medium,29.889298892988926,0.1746004031682037,17.4,Very_Acidic,0,0
8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5,white,0,Low,37.229437229437224,0.155961871909432,40.74,Acidic,0,0
7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,white,0,Medium,43.646408839779006,0.2133304889268143,12.96,Acidic,0,0
6.6,0.16,0.4,1.5,0.044,48.0,143.0,0.9912,3.54,0.52,12.4,7,white,1,High,40.993788819875775,0.33566198837770367,18.6,Moderate,0,0
8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,white,0,Low,19.71496437054632,0.23837070714705147,186.725,Very_Acidic,0,0
6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7,white,1,Medium,38.59649122807017,0.2499977678770725,17.1,Acidic,0,0
6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,white,1,Low,13.097713097713099,0.3030272421490692,10.56,Acidic,0,0
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,white,1,High,9.379727685325264,0.3866615111798509,15.36,Moderate,1,0
7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,6,white,1,Medium,21.700879765395893,0.09941462330629645,12.430000000000001,Acidic,0,0
6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5,white,0,Low,20.90032154340836,0.2556371756603334,71.25,Acidic,0,0
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,white,1,High,9.379727685325264,0.3866615111798509,15.36,Moderate,1,0
6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,white,1,Medium,20.578778135048232,0.18627268360114116,31.9,Acidic,0,0
6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,white,1,Medium,26.053639846743295,0.33606281915722,17.849999999999998,Moderate,1,0
7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,5,white,0,Low,11.326378539493293,0.14880863804382116,13.950000000000001,Acidic,0,0
6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,6,white,1,Low,24.354243542435423,0.11267526285026161,13.0,Moderate,0,0
7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,white,1,Medium,27.888446215139442,0.2285704956306301,93.60000000000001,Acidic,0,0
6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6,white,1,Low,28.630705394190873,0.2397243854494147,10.0,Moderate,0,0
7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,white,1,Medium,24.911032028469748,0.22694874504436138,91.35,Moderate,0,0
7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,6,white,1,Medium,27.306273062730625,0.12878690312952173,12.76,Acidic,0,0
7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7,white,1,High,22.429906542056074,0.3245585565038903,24.6,Acidic,0,0
8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6,white,1,Low,35.26970954356847,0.14084407856282702,104.0,Acidic,0,0
8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,6,white,1,Medium,58.86524822695036,0.1489330014255016,11.22,Moderate,0,0
7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6,white,1,Medium,29.482071713147413,0.30999690003099967,22.14,Acidic,0,0
6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,6,white,1,Low,51.239669421487605,0.3675182263399458,13.5,Moderate,0,0
5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,5,white,0,Medium,21.402214022140218,0.12290434131652896,152.48999999999998,Moderate,0,0
7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,5,white,0,High,25.978647686832737,0.170730319265697,21.76,Acidic,0,0
6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5,white,0,Low,16.624040920716112,0.16778410883148434,54.0,Acidic,0,0
7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,white,1,Medium,21.148036253776436,0.2753603234759168,13.44,Acidic,0,0
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,white,0,Low,30.29045643153527,0.3020113958966718,154.36999999999998,Acidic,0,0
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,white,0,Low,30.29045643153527,0.3020113958966718,154.36999999999998,Acidic,0,0
6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,6,white,1,Low,29.004329004329005,0.39873165359712914,23.5,Acidic,0,0
6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,6,white,1,Low,27.800829875518673,0.4012713294819778,27.26,Acidic,0,0
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,white,1,Low,22.508038585209004,0.1749989062568359,72.52000000000001,Acidic,0,0
6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6,white,1,Low,27.38589211618257,0.21710383484319182,13.299999999999999,Acidic,0,0
6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6,white,1,Low,29.004329004329005,0.21428432282907253,13.299999999999999,Acidic,0,0
7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0,7,white,1,Low,40.88397790055249,0.22754354764342727,14.0,Acidic,0,0
6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,3.27,0.52,9.8,4,white,0,Low,13.747228381374724,0.3058237581370964,43.120000000000005,Acidic,0,1
6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.9939,3.25,0.52,9.8,5,white,0,Low,13.449023861171366,0.29951546127796486,43.120000000000005,Acidic,0,0
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,white,1,Low,22.508038585209004,0.1749989062568359,72.52000000000001,Acidic,0,0
6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5,white,0,Low,36.125654450261784,0.21333191112059252,49.0,Moderate,0,0
7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,white,1,Medium,37.696335078534034,0.17918971566638342,18.72,Moderate,0,0
6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,7,white,1,Medium,26.294820717131472,0.3145135926323175,12.100000000000001,Moderate,0,0
6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7,white,1,Medium,38.50931677018634,0.25609443787270886,11.990000000000002,Moderate,0,0
6.4,0.18,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,6,white,1,Medium,35.35911602209945,0.3611077675206711,10.9,Moderate,0,0
6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,3.05,0.38,9.1,6,white,1,Low,33.830845771144276,0.2878766069954015,8.19,Acidic,0,0
6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,6,white,1,Medium,27.49003984063745,0.15183166580279683,14.3,Acidic,0,0
7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6,white,1,Low,34.12322274881517,0.17370810465678566,114.24,Acidic,0,0
6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,white,1,Low,31.413612565445025,0.34013374058679874,110.36000000000001,Acidic,0,0
6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,white,1,Medium,17.32283464566929,0.32050871142677656,46.919999999999995,Acidic,0,0
7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,white,1,Low,36.81592039800995,0.39639282528986225,11.88,Moderate,0,0
6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,6,white,1,Low,30.769230769230766,0.24390045609385289,42.14,Acidic,0,0
6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,white,1,Low,31.413612565445025,0.34013374058679874,110.36000000000001,Acidic,0,0
7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5,white,0,Medium,14.8619957537155,0.11258203588055708,11.55,Acidic,0,0
6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,white,1,Medium,17.32283464566929,0.32050871142677656,46.919999999999995,Acidic,0,0
7.2,0.24,0.27,1.4,0.038,31.0,122.0,0.9927,3.15,0.46,10.3,6,white,1,Medium,29.87551867219917,0.25409627789936146,14.42,Acidic,0,0
6.2,0.35,0.03,1.2,0.064,29.0,120.0,0.9934,3.22,0.54,9.1,5,white,0,Low,17.663817663817664,0.24166465279456004,10.92,Acidic,0,0
6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,7,white,1,High,24.521072796934867,0.21774017951468133,80.64,Acidic,0,0
6.7,0.25,0.13,1.2,0.041,81.0,174.0,0.992,3.14,0.42,9.8,5,white,0,Low,26.693227091633467,0.4655145660082413,11.76,Acidic,0,0
6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,white,1,Medium,29.004329004329005,0.3124967448255747,22.47,Moderate,1,0
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,white,0,Low,30.70539419087137,0.19999809525623566,95.95,Acidic,0,0
6.2,0.27,0.43,7.8,0.056,48.0,244.0,0.9956,3.1,0.51,9.0,6,white,1,Low,22.87822878228782,0.19672050524383097,70.2,Acidic,0,0
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,white,0,Low,22.591362126245848,0.21173915413352565,43.699999999999996,Moderate,0,0
6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71,10.0,5,white,0,Low,22.14022140221402,0.15422808841747054,48.0,Basic,0,0
8.6,0.23,0.46,1.0,0.054,9.0,72.0,0.9941,2.95,0.49,9.1,6,white,1,Low,37.229437229437224,0.1249982639130012,9.1,Very_Acidic,0,0
6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,white,1,Medium,29.004329004329005,0.3124967448255747,22.47,Moderate,1,0
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,white,0,Low,30.70539419087137,0.19999809525623566,95.95,Acidic,0,0
7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,7,white,1,High,39.226519337016576,0.3563177434742129,17.779999999999998,Acidic,0,0
7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,7,white,1,Medium,21.806853582554517,0.2898508717264967,15.600000000000001,Moderate,0,0
7.4,0.18,0.3,8.8,0.064,26.0,103.0,0.9961,2.94,0.56,9.3,5,white,0,Low,40.88397790055249,0.2524247337404491,81.84000000000002,Very_Acidic,0,0
6.7,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,3.27,0.37,9.0,5,white,0,Low,12.384473197781885,0.19999809525623566,48.6,Acidic,0,0
6.8,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,3.39,0.77,10.6,6,white,1,Medium,30.769230769230766,0.2982429978684397,14.839999999999998,Moderate,0,0
7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,6,white,1,Low,35.32338308457711,0.3072270648971994,147.2,Acidic,0,0
7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5,white,0,Low,20.821114369501462,0.2865836183925708,61.0,Acidic,0,0
7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,6,white,1,Low,33.03167420814479,0.20289757054313748,77.89999999999999,Moderate,0,0
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,white,0,Low,16.473317865429234,0.3483848491300056,102.66,Acidic,0,0
7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,white,1,Low,16.099773242630384,0.34210301248018105,102.66,Acidic,0,0
7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6,white,1,Low,18.414322250639387,0.35256184255229134,95.69999999999999,Acidic,0,0
6.8,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6,white,1,Low,27.09163346613546,0.34158246741352766,129.01,Acidic,0,0
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,white,0,Low,16.473317865429234,0.3483848491300056,102.66,Acidic,0,0
7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,white,1,Low,16.099773242630384,0.34210301248018105,102.66,Acidic,0,0
7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6,white,1,Low,18.414322250639387,0.35256184255229134,95.69999999999999,Acidic,0,0
6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5,white,0,Low,22.50922509225092,0.2674886111579788,67.5,Acidic,0,0
6.9,0.24,0.33,1.7,0.035,47.0,136.0,0.99,3.26,0.4,12.6,7,white,1,High,28.630705394190873,0.3455856942228366,21.419999999999998,Acidic,0,0
6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,7,white,1,High,32.70142180094787,0.3529385813339608,22.68,Acidic,0,0
7.5,0.17,0.32,1.7,0.04,51.0,148.0,0.9916,3.21,0.44,11.5,7,white,1,Medium,43.859649122807014,0.34459226626847117,19.55,Acidic,0,0
7.1,0.26,0.29,12.4,0.044,62.0,240.0,0.9969,3.04,0.42,9.2,6,white,1,Low,27.203065134099614,0.25833225694892936,114.08,Acidic,0,0
6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,6,white,1,Low,17.59530791788856,0.15853561868525193,139.92000000000002,Acidic,0,0
8.6,0.265,0.36,1.2,0.034,15.0,80.0,0.9913,2.95,0.36,11.4,7,white,1,Medium,32.33082706766917,0.1874976562792965,13.68,Very_Acidic,0,0
9.8,0.36,0.46,10.5,0.038,4.0,83.0,0.9956,2.89,0.3,10.1,4,white,0,Medium,27.146814404432135,0.04819219045553668,106.05,Very_Acidic,0,1
6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,6,white,1,Low,17.59530791788856,0.15853561868525193,139.92000000000002,Acidic,0,0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,white,0,Low,29.482071713147413,0.27083192275040235,122.85,Very_Acidic,0,0
7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5,white,0,Low,58.67768595041322,0.3950592897574706,90.24,Moderate,0,0
6.0,0.21,0.24,12.1,0.05,55.0,164.0,0.997,3.34,0.39,9.4,5,white,0,Low,28.436018957345972,0.3353638087572637,113.74,Moderate,0,0
7.5,0.305,0.4,18.9,0.059,44.0,170.0,1.0,2.99,0.46,9.0,5,white,0,Low,24.50980392156863,0.258822006929371,170.1,Very_Acidic,0,0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,white,0,Low,29.482071713147413,0.27083192275040235,122.85,Very_Acidic,0,0
7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2,6,white,1,Low,55.725190839694655,0.311923743818864,132.48,Acidic,0,0
7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5,white,0,Low,58.67768595041322,0.3950592897574706,90.24,Moderate,0,0
7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6,white,1,Low,30.735930735930733,0.3508751410810463,150.15,Acidic,0,0
7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6,white,1,Low,30.735930735930733,0.3508751410810463,150.15,Acidic,0,0
6.9,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6,10.3,5,white,0,Medium,20.845921450151057,0.19785990449248933,13.39,Acidic,0,0
6.5,0.17,0.54,8.5,0.082,64.0,163.0,0.9959,2.89,0.39,8.8,6,white,1,Low,38.01169590643275,0.3926356280022822,74.80000000000001,Very_Acidic,0,0
7.2,0.27,0.46,18.75,0.052,45.0,255.0,1.0,3.04,0.52,8.9,5,white,0,Low,26.568265682656826,0.1764698961964855,166.875,Acidic,0,0
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,white,0,Low,23.15112540192926,0.3487161604299465,122.36,Acidic,0,0
6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5,white,0,Low,16.301703163017034,0.19333204445303698,83.71999999999998,Acidic,0,0
6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5,white,0,Low,16.301703163017034,0.19333204445303698,83.71999999999998,Acidic,0,0
5.5,0.485,0.0,1.5,0.065,8.0,103.0,0.994,3.63,0.4,9.7,4,white,0,Low,11.31687242798354,0.07766914884321512,14.549999999999999,Basic,0,1
6.0,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,3.31,0.44,11.3,6,white,1,Medium,19.292604501607716,0.17482395228005398,37.29,Moderate,0,0
7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42,11.8,6,white,1,Medium,49.645390070921984,0.1882330796108281,20.060000000000002,Acidic,0,0
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,white,0,Low,23.15112540192926,0.3487161604299465,122.36,Acidic,0,0
7.3,0.32,0.48,13.3,0.06,57.0,196.0,0.9982,3.04,0.5,9.2,5,white,0,Low,22.741433021806852,0.2908148427814144,122.36,Acidic,0,0
5.9,0.36,0.04,5.7,0.046,21.0,87.0,0.9934,3.22,0.51,10.2,5,white,0,Medium,16.343490304709142,0.24137653590188618,58.14,Acidic,0,0
7.8,0.24,0.32,12.2,0.054,42.0,138.0,0.9984,3.01,0.54,8.8,5,white,0,Low,32.365145228215766,0.3043456206839081,107.36,Acidic,0,0
7.4,0.16,0.31,6.85,0.059,31.0,131.0,0.9952,3.29,0.34,9.7,5,white,0,Low,45.96273291925466,0.23663941496629795,66.445,Acidic,0,0
6.9,0.19,0.28,5.0,0.058,14.0,146.0,0.9952,3.29,0.36,9.1,6,white,1,Low,36.125654450261784,0.09588975417976589,45.5,Acidic,0,0
6.4,0.13,0.47,1.6,0.092,40.0,158.0,0.9928,3.21,0.36,9.8,6,white,1,Low,48.85496183206107,0.2531629546648439,15.680000000000001,Acidic,0,0
6.7,0.19,0.36,1.1,0.026,63.0,143.0,0.9912,3.27,0.48,11.0,6,white,1,Medium,35.07853403141361,0.44055635974573604,12.100000000000001,Acidic,0,0
7.4,0.39,0.23,7.0,0.033,29.0,126.0,0.994,3.14,0.42,10.5,5,white,0,Medium,18.925831202046037,0.23015690351663876,73.5,Acidic,0,0
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,7,white,1,Low,26.970954356846473,0.23645203718208285,73.71999999999998,Moderate,0,0
6.1,0.3,0.56,2.8,0.044,47.0,179.0,0.9924,3.3,0.57,10.9,7,white,1,Medium,20.26578073089701,0.2625683655398573,30.52,Acidic,0,0
6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57,10.9,6,white,1,Medium,20.26578073089701,0.249998641311732,29.430000000000003,Moderate,0,0
5.7,0.26,0.25,10.4,0.02,7.0,57.0,0.994,3.39,0.37,10.6,5,white,0,Medium,21.839080459770116,0.12280486307257768,110.24,Moderate,0,0
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,7,white,1,Low,26.970954356846473,0.23645203718208285,73.71999999999998,Moderate,0,0
6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0,5,white,0,Low,15.258215962441314,0.24481226218978344,117.89999999999999,Acidic,0,0
6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5,white,0,Low,27.38589211618257,0.24467954957686394,145.35999999999999,Acidic,0,0
6.8,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,0.52,8.9,5,white,0,Low,25.092250922509223,0.27093462593780326,72.09,Acidic,0,0
6.7,0.27,0.31,15.7,0.036,44.0,179.0,0.9979,3.26,0.56,9.6,5,white,0,Low,24.723247232472325,0.2458086826330579,150.72,Acidic,0,0
8.2,0.23,0.4,1.2,0.027,36.0,121.0,0.992,3.12,0.38,10.7,6,white,1,Medium,35.497835497835496,0.29751820232890636,12.839999999999998,Acidic,0,0
7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,white,0,Low,19.137466307277627,0.3161269927290792,91.35,Acidic,0,0
6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,7,white,1,Medium,35.602094240837694,0.3124967448255747,20.52,Acidic,0,0
8.1,0.28,0.39,1.9,0.029,18.0,79.0,0.9923,3.23,0.52,11.8,6,white,1,Medium,28.825622775800706,0.22784521714915,22.42,Acidic,0,0
6.3,0.31,0.34,2.2,0.045,20.0,77.0,0.9927,3.3,0.43,10.2,5,white,0,Medium,20.257234726688104,0.2597368865339411,22.44,Acidic,0,0
7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,white,0,Low,19.137466307277627,0.3161269927290792,91.35,Acidic,0,0
7.9,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,6,white,1,Medium,37.44075829383887,0.3551368678797394,12.96,Acidic,0,0
8.5,0.21,0.41,4.3,0.036,24.0,99.0,0.9947,3.18,0.53,9.7,6,white,1,Low,40.28436018957346,0.24242179371925535,41.709999999999994,Acidic,0,0
8.1,0.2,0.4,2.0,0.037,19.0,87.0,0.9921,3.12,0.54,11.2,6,white,1,Medium,40.298507462686565,0.21838829438742083,22.4,Acidic,0,0
6.3,0.255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,6,white,1,Medium,24.609375,0.3245585565038903,11.990000000000002,Very_Acidic,0,0
5.6,0.16,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,6,white,1,Medium,34.78260869565217,0.3154743126529009,14.139999999999999,Acidic,0,0
6.4,0.595,0.14,5.2,0.058,15.0,97.0,0.9951,3.38,0.36,9.0,4,white,0,Low,10.738255033557047,0.1546375810558654,46.800000000000004,Moderate,0,1
6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58,12.0,7,white,1,Medium,18.47507331378299,0.2374970312871089,55.199999999999996,Moderate,0,0
6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,6,white,1,Low,27.49003984063745,0.1982741528090275,38.54,Very_Acidic,0,0
7.9,0.22,0.38,8.0,0.043,46.0,152.0,0.9934,3.12,0.32,11.5,7,white,1,Medium,35.74660633484163,0.3026295879632371,92.0,Acidic,0,0
7.6,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,3.14,0.43,9.9,6,white,1,Low,41.988950276243095,0.4296264472115021,100.97999999999999,Acidic,0,0
6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,6,white,1,Low,27.49003984063745,0.1982741528090275,38.54,Very_Acidic,0,0
7.2,0.18,0.41,1.2,0.048,41.0,97.0,0.9919,3.14,0.45,10.4,5,white,0,Medium,39.77900552486188,0.4226760548860321,12.48,Acidic,0,0
8.2,0.23,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,0.84,9.7,6,white,1,Low,35.497835497835496,0.15789265930711438,72.75,Acidic,0,0
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,white,1,Low,30.70539419087137,0.24242301806556532,124.60000000000001,Very_Acidic,0,0
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,white,1,Low,30.70539419087137,0.24242301806556532,124.60000000000001,Very_Acidic,0,0
6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,7,white,1,High,19.003115264797508,0.3064491415391811,18.6,Acidic,0,0
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,8,white,1,High,11.791383219954648,0.36134150133192156,16.939999999999998,Moderate,1,0
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,8,white,1,High,11.791383219954648,0.36134150133192156,16.939999999999998,Moderate,1,0
6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,7,white,1,High,19.003115264797508,0.3064491415391811,18.6,Acidic,0,0
6.4,0.22,0.56,14.5,0.055,27.0,159.0,0.998,2.98,0.4,9.1,5,white,0,Low,28.959276018099548,0.16981025276570588,131.95,Very_Acidic,0,0
6.3,0.36,0.3,4.8,0.049,14.0,85.0,0.9932,3.28,0.39,10.6,5,white,0,Medium,17.451523545706372,0.16470394465947458,50.879999999999995,Acidic,0,0
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,white,1,Low,30.70539419087137,0.24242301806556532,124.60000000000001,Very_Acidic,0,0
6.7,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5,white,0,Low,27.800829875518673,0.31219359905561433,124.45,Acidic,0,0
7.0,0.23,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,5,white,0,Low,30.3030303030303,0.40677736283975796,127.4,Acidic,0,0
8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,6,white,1,Low,30.99630996309963,0.1979685382307704,83.52,Acidic,0,0
